ward_id,ward_name,month,load_index,peak_load_mw,outage_frequency,power_quality_index,transformer_utilization_pct,renewable_share_pct,stress_level
21,JP Nagar,2023-06,30,51,1.08,78,63.1,27.8,Low
21,JP Nagar,2023-07,40,66,1.03,74.8,66.8,23.1,Low
21,JP Nagar,2023-08,43,67.4,1.62,70.9,64.5,24.1,Medium
21,JP Nagar,2023-09,44,69.7,0.92,70,65.1,25.7,Medium
21,JP Nagar,2023-10,27,51.7,0.83,81.4,45.8,28.8,Low
21,JP Nagar,2023-11,45,69.3,1.16,71,68.9,25.7,Medium
21,JP Nagar,2023-12,38,64.6,1.54,74.3,69.7,24.4,Low
21,JP Nagar,2024-01,36,57,1.55,71.4,63.6,25.5,Low
21,JP Nagar,2024-02,43,71.4,1.09,71.2,64.3,21.5,Medium
21,JP Nagar,2024-03,50,77.8,1.9,68.1,68.4,25,Medium
21,JP Nagar,2024-04,47,75.1,1.75,72.2,64.7,26.3,Medium
21,JP Nagar,2024-05,42,70.2,1.48,70.1,62,23.9,Medium
21,JP Nagar,2024-06,41,60.8,1.47,75.2,65.9,30,Low
21,JP Nagar,2024-07,37,63.1,1.17,77.9,54.6,28.6,Low
21,JP Nagar,2024-08,40,61.4,0.89,76.1,59.2,24.6,Low
21,JP Nagar,2024-09,35,56.9,1.5,78.4,67,28.9,Low
21,JP Nagar,2024-10,32,51.4,1.28,76.9,62,29.2,Low
21,JP Nagar,2024-11,38,60.1,0.89,74.7,60.3,26.2,Low
21,JP Nagar,2024-12,38,57.6,0.95,77.9,65.4,26.5,Low
22,Ulsoor,2022-01,29,50.1,0.9,82.8,59.3,51.5,Low
22,Ulsoor,2022-02,24,45.3,0.34,82.8,59.8,52.2,Low
22,Ulsoor,2022-03,33,55.7,0.65,77.3,50.9,49.5,Low
22,Ulsoor,2022-04,35,59,1.2,76.9,54.8,49.3,Low
22,Ulsoor,2022-05,44,68.2,1.74,73.6,67.9,44.3,Medium
22,Ulsoor,2022-06,36,59.7,0.93,72.6,47.9,48.5,Low
22,Ulsoor,2022-07,30,50,0.86,82,58,46,Low
22,Ulsoor,2022-08,28,54.9,0.99,83.4,49.8,41.2,Low
22,Ulsoor,2022-09,27,51.1,0.83,78.3,60.8,48.3,Low
22,Ulsoor,2022-10,29,54.9,0.94,77.2,53.6,45.9,Low
22,Ulsoor,2022-11,30,54.6,0.82,76.3,53.7,37.2,Low
22,Ulsoor,2022-12,38,59.5,1.02,75.4,62.8,49.5,Low
22,Ulsoor,2023-01,26,51.9,0.74,82.4,43.8,48.3,Low
22,Ulsoor,2023-02,30,47.8,0.77,78.9,55.5,44.8,Low
22,Ulsoor,2023-03,35,60.4,1.5,76.8,55.3,48.3,Low
22,Ulsoor,2023-04,32,55.8,1.38,77,57.8,46.3,Low
22,Ulsoor,2023-05,38,63.1,1.45,73.3,57.6,46.6,Low
22,Ulsoor,2023-06,30,55.8,1.16,79.2,54.8,49.3,Low
22,Ulsoor,2023-07,29,48.1,0.64,78.9,60.1,50.1,Low
22,Ulsoor,2023-08,31,57.1,1.01,75.3,51.1,46.2,Low
22,Ulsoor,2023-09,32,57.1,0.86,75.7,56.7,46.3,Low
22,Ulsoor,2023-10,19,43,0.38,89.9,46.2,48.5,Low
22,Ulsoor,2023-11,24,44.4,0.44,82.5,52.3,52.9,Low
22,Ulsoor,2023-12,27,48,0.65,83.1,63.6,52.1,Low
22,Ulsoor,2024-01,31,59.3,1.16,78.4,61.2,52,Low
22,Ulsoor,2024-02,26,48.1,0.72,80.1,47.6,47.3,Low
22,Ulsoor,2024-03,43,66.3,1.19,70.4,57.4,46.4,Medium
22,Ulsoor,2024-04,31,52.5,1.18,78.3,58.1,45.4,Low
22,Ulsoor,2024-05,31,53.5,1.4,78.2,59.6,42.8,Low
22,Ulsoor,2024-06,25,49.2,0.71,84,54,47.6,Low
22,Ulsoor,2024-07,34,57.9,0.93,74.1,60,46.3,Low
22,Ulsoor,2024-08,25,47.7,0.61,84.1,54.8,53.4,Low
22,Ulsoor,2024-09,17,40.7,0.65,85.2,49.4,47.4,Low
22,Ulsoor,2024-10,26,50.6,0.92,83.7,57.5,50.5,Low
22,Ulsoor,2024-11,40,64.2,1.52,74.1,61.5,43.7,Low
22,Ulsoor,2024-12,25,46.5,0.32,81.8,55.8,46.7,Low
23,RT Nagar,2022-01,27,47.5,1.08,79.7,53.2,48.6,Low
23,RT Nagar,2022-02,32,55.6,0.7,78.6,65.2,54.4,Low
23,RT Nagar,2022-03,37,60.9,1.19,73.7,59.8,49.1,Low
23,RT Nagar,2022-04,33,52,1.3,75.4,54.2,44.9,Low
23,RT Nagar,2022-05,42,66.2,0.85,74.9,58.9,52.4,Low
23,RT Nagar,2022-06,35,60.3,0.8,74.5,54.6,51.6,Low
23,RT Nagar,2022-07,23,46.6,0.87,82.7,52.8,52.1,Low
23,RT Nagar,2022-08,35,60.9,1.08,78.4,61.4,48.9,Low
23,RT Nagar,2022-09,32,52.9,1.28,80.7,55.1,51.8,Low
23,RT Nagar,2022-10,25,45.9,0.47,82.1,55.4,50.3,Low
23,RT Nagar,2022-11,31,56.8,0.69,81,55.6,52.6,Low
23,RT Nagar,2022-12,29,53.3,0.73,82.1,51.6,50.6,Low
23,RT Nagar,2023-01,26,42.7,0.44,81.6,51.6,53.2,Low
23,RT Nagar,2023-02,33,55.4,1.08,75.3,60.8,53.1,Low
23,RT Nagar,2023-03,45,71.5,1.81,75.7,65,50.5,Medium
23,RT Nagar,2023-04,40,68.9,1.16,75.5,62.8,57.2,Low
23,RT Nagar,2023-05,26,47.1,1.37,85.4,58.9,55.4,Low
23,RT Nagar,2023-06,28,52.2,1.01,79.3,61.3,50.4,Low
23,RT Nagar,2023-07,32,52.4,1.1,80.9,59.5,51.3,Low
23,RT Nagar,2023-08,26,47.7,0.65,82.5,56.2,54,Low
23,RT Nagar,2023-09,25,48.1,0.21,81.7,50.9,60,Low
23,RT Nagar,2023-10,31,57.4,1.2,74.2,60.4,55,Low
23,RT Nagar,2023-11,29,56.9,0.68,80.4,57.1,61.3,Low
23,RT Nagar,2023-12,32,56.4,1.64,79,78.6,51.8,Low
23,RT Nagar,2024-01,30,50.4,1.26,79.3,61.3,56.8,Low
23,RT Nagar,2024-02,31,51.2,1.32,77.9,53.6,53.5,Low
23,RT Nagar,2024-03,44,71.7,1.8,72.5,64.5,57.3,Medium
23,RT Nagar,2024-04,41,62.5,1.6,72.1,64.8,51.1,Low
23,RT Nagar,2024-05,37,62,1.24,73.9,65.6,51.2,Low
23,RT Nagar,2024-06,29,49.8,0.84,79.3,56.4,57.1,Low
23,RT Nagar,2024-07,39,64.2,1.29,77.1,63.2,54.9,Low
23,RT Nagar,2024-08,28,45.7,1.11,82.2,48.3,53.2,Low
23,RT Nagar,2024-09,36,55,1.22,75.7,60.7,52.4,Low
23,RT Nagar,2024-10,33,57.7,1.16,77.4,67,54.4,Low
23,RT Nagar,2024-11,26,51.2,0.79,82.8,51.2,52.6,Low
23,RT Nagar,2024-12,29,50,0.95,81.3,53.8,53.4,Low
24,Bannerghatta Road,2022-01,27,45.8,1.04,80.7,53.3,50.1,Low
24,Bannerghatta Road,2022-02,30,54.4,1.16,78.7,57.5,54.3,Low
24,Bannerghatta Road,2022-03,37,54.1,1.21,76.7,63.9,60,Low
24,Bannerghatta Road,2022-04,42,62.6,1.41,74.4,59.6,58,Low
24,Bannerghatta Road,2022-05,35,59.1,0.9,75.4,59.3,57.9,Low
24,Bannerghatta Road,2022-06,30,52.7,1.35,76.1,63.7,56.4,Low
24,Bannerghatta Road,2022-07,26,47.6,0.82,82.7,54.6,52.7,Low
24,Bannerghatta Road,2022-08,29,52.9,1.16,82.7,53,54.9,Low
24,Bannerghatta Road,2022-09,27,50,0.74,81.9,58.1,53.1,Low
24,Bannerghatta Road,2022-10,24,45.8,1.44,83,54.5,56.4,Low
24,Bannerghatta Road,2022-11,33,53.5,0.67,80.8,55.2,54.5,Low
24,Bannerghatta Road,2022-12,27,48,0.96,78.4,56.8,56.9,Low
24,Bannerghatta Road,2023-01,34,52.7,0.87,74.1,63.5,58.9,Low
24,Bannerghatta Road,2023-02,29,52.6,0.91,81.4,60.4,50.8,Low
24,Bannerghatta Road,2023-03,38,65.2,1.42,75.4,62.7,58.2,Low
24,Bannerghatta Road,2023-04,30,52.9,1.79,76.9,55.9,58.3,Low
24,Bannerghatta Road,2023-05,38,62.3,0.97,78.9,60.4,55.1,Low
24,Bannerghatta Road,2023-06,35,53.2,1.12,78.7,61.9,56.7,Low
24,Bannerghatta Road,2023-07,28,47.1,1.13,80.7,51.7,56,Low
24,Bannerghatta Road,2023-08,28,50.3,0.68,78.9,61.3,55.7,Low
24,Bannerghatta Road,2023-09,32,56.8,0.68,78.3,53.3,55.4,Low
24,Bannerghatta Road,2023-10,30,46.2,0.89,81,50.9,61.3,Low
24,Bannerghatta Road,2023-11,29,54.2,0.87,84.2,61.8,58.4,Low
24,Bannerghatta Road,2023-12,35,58.7,1.03,74.2,63,56.3,Low
24,Bannerghatta Road,2024-01,34,56.9,1,75.5,53.6,57,Low
24,Bannerghatta Road,2024-02,34,55.9,1.26,78.6,64.3,56.1,Low
24,Bannerghatta Road,2024-03,38,62,1.33,71.1,66.1,55.2,Low
24,Bannerghatta Road,2024-04,38,61.7,1.29,78.3,67.6,53.6,Low
24,Bannerghatta Road,2024-05,39,66.5,1.35,71.7,60.7,51,Low
24,Bannerghatta Road,2024-06,32,55.8,1.36,79.1,52.6,55.1,Low
24,Bannerghatta Road,2024-07,34,55.8,0.79,77.9,58.3,50.2,Low
24,Bannerghatta Road,2024-08,30,54.1,1.08,77.3,49.4,55.3,Low
24,Bannerghatta Road,2024-09,36,61.5,0.7,76.9,56.6,56.3,Low
24,Bannerghatta Road,2024-10,26,48.3,0.73,82.4,51,57.3,Low
24,Bannerghatta Road,2024-11,31,54.5,0.83,79.6,52.1,54,Low
24,Bannerghatta Road,2024-12,30,50.7,1.25,81.4,66.3,54.5,Low
