ward_id,ward_name,month,traffic_congestion_index,avg_speed_kmph,peak_delay_min,vehicle_density_per_km,accident_rate_per_10k,public_transport_score,stress_level
23,RT Nagar,2023-01,29,40.7,25,490,0.74,73,Low
23,RT Nagar,2023-02,33,37.4,18,532,1.61,72.5,Low
23,RT Nagar,2023-03,34,38.7,19,532,1.21,74.6,Low
23,RT Nagar,2023-04,17,48.1,11,415,0.26,72,Low
23,RT Nagar,2023-05,30,36.7,14,519,1.28,72.8,Low
23,RT Nagar,2023-06,42,33.4,32,669,1.44,67.9,Low
23,RT Nagar,2023-07,33,33.3,24,527,1.21,73,Low
23,RT Nagar,2023-08,46,28.9,36,626,1.32,68.5,Low
23,RT Nagar,2023-09,36,37.9,34,642,1.32,75.6,Low
23,RT Nagar,2023-10,34,39.2,24,515,1.49,75.6,Low
23,RT Nagar,2023-11,30,36.9,18,525,0.47,72.7,Low
23,RT Nagar,2023-12,26,45.1,17,429,1.03,77.3,Low
23,RT Nagar,2024-01,27,46.6,18,468,0.59,76.5,Low
23,RT Nagar,2024-02,27,41.4,19,466,0.76,72.5,Low
23,RT Nagar,2024-03,31,33.4,16,540,0.62,75.1,Low
23,RT Nagar,2024-04,38,32.9,28,532,1.38,71,Low
23,RT Nagar,2024-05,32,33.8,17,491,0.32,73.3,Low
23,RT Nagar,2024-06,39,39.9,33,601,1.33,67.3,Low
23,RT Nagar,2024-07,34,36.7,30,556,1,68.6,Low
23,RT Nagar,2024-08,36,34.4,26,567,1.06,70.8,Low
23,RT Nagar,2024-09,38,36.2,33,634,0.93,72.6,Low
23,RT Nagar,2024-10,33,37.4,16,601,0.8,71.1,Low
23,RT Nagar,2024-11,33,35.4,23,536,1.21,70.3,Low
23,RT Nagar,2024-12,33,36,18,545,0.74,72.8,Low
24,Bannerghatta Road,2022-01,34,35.6,23,564,0.38,75,Low
24,Bannerghatta Road,2022-02,33,38.9,21,597,1.3,72.7,Low
24,Bannerghatta Road,2022-03,34,37.8,22,539,1.58,71.9,Low
24,Bannerghatta Road,2022-04,29,39.9,17,461,1.3,75,Low
24,Bannerghatta Road,2022-05,33,36.4,19,501,1.03,75.7,Low
24,Bannerghatta Road,2022-06,39,33.4,29,551,0.92,70.4,Low
24,Bannerghatta Road,2022-07,32,37.3,25,488,0.43,72.8,Low
24,Bannerghatta Road,2022-08,39,32.3,31,548,1.15,77.1,Low
24,Bannerghatta Road,2022-09,40,30.8,27,631,0.72,74,Low
24,Bannerghatta Road,2022-10,38,33.5,25,566,1.76,73.6,Low
24,Bannerghatta Road,2022-11,33,38.5,21,572,0.34,78,Low
24,Bannerghatta Road,2022-12,30,39.1,17,462,0.74,74.5,Low
24,Bannerghatta Road,2023-01,29,38.8,20,437,0.79,73,Low
24,Bannerghatta Road,2023-02,28,39.7,17,495,1.47,68.4,Low
24,Bannerghatta Road,2023-03,38,35.2,25,568,0.84,74.1,Low
24,Bannerghatta Road,2023-04,29,39.8,20,503,0.92,72.5,Low
24,Bannerghatta Road,2023-05,26,43.1,19,459,0.63,75.3,Low
24,Bannerghatta Road,2023-06,47,32.2,33,677,0.93,69.1,Low
24,Bannerghatta Road,2023-07,44,28.9,29,674,1.18,72.9,Low
24,Bannerghatta Road,2023-08,38,37.9,30,602,1.18,71.2,Low
24,Bannerghatta Road,2023-09,43,30.7,31,622,1.64,72.1,Low
24,Bannerghatta Road,2023-10,38,39.5,27,645,1.13,73.9,Low
24,Bannerghatta Road,2023-11,30,38.5,21,495,1.2,78.9,Low
24,Bannerghatta Road,2023-12,32,37.1,23,501,0.71,73.7,Low
24,Bannerghatta Road,2024-01,36,34.2,19,561,1.31,73.8,Low
24,Bannerghatta Road,2024-02,31,38.5,18,532,0.63,71.8,Low
24,Bannerghatta Road,2024-03,36,36.4,23,575,1,72.5,Low
24,Bannerghatta Road,2024-04,29,43.9,27,513,1.52,74,Low
24,Bannerghatta Road,2024-05,33,34.4,17,536,1.21,72.9,Low
24,Bannerghatta Road,2024-06,41,34.4,34,613,1.59,70,Low
24,Bannerghatta Road,2024-07,34,38.1,26,541,1.25,75.3,Low
24,Bannerghatta Road,2024-08,44,28.1,32,654,1.16,68.7,Low
24,Bannerghatta Road,2024-09,43,36.7,32,630,1.49,70.2,Low
24,Bannerghatta Road,2024-10,30,42.2,18,463,0.86,71.9,Low
24,Bannerghatta Road,2024-11,27,37.9,22,448,0.73,69.5,Low
24,Bannerghatta Road,2024-12,24,41.3,14,423,0.5,75.7,Low
